"","satisfaction_level","last_performance_rating","number_of_projects","avg_monthly_hours","years_at_company","had_work_accident","has_left_company","promoted_in_last_5_years","Department","salary_level"
"6827",0.8,0.62,3,171,3,0,0,0,"technical","low"
"6828",0.67,0.81,5,175,6,1,0,0,"technical","medium"
"6829",0.6,0.97,5,145,2,0,0,0,"technical","medium"
"6830",0.88,0.5,3,170,3,0,0,0,"technical","medium"
"6831",0.64,0.74,3,267,2,0,0,0,"support","medium"
"6832",0.85,0.7,3,188,2,0,0,0,"support","low"
"6833",0.9,0.48,3,213,3,0,0,0,"support","low"
"6834",0.76,0.84,5,249,3,0,0,0,"support","low"
"6835",0.55,0.66,3,134,3,0,0,0,"support","low"
"6836",0.76,0.77,5,234,3,0,0,0,"support","low"
"6837",0.87,0.72,3,201,3,0,0,0,"support","low"
"6838",0.8,0.82,3,178,3,0,0,0,"support","low"
"6839",0.54,0.68,4,183,2,0,0,0,"support","low"
"6840",0.84,0.91,4,207,3,0,0,0,"support","low"
"6841",0.85,0.64,4,147,3,0,0,0,"support","low"
"6842",0.95,0.49,3,188,3,0,0,0,"technical","low"
"6843",0.48,0.56,3,229,3,0,0,0,"technical","low"
"6844",0.53,0.77,2,271,2,0,0,0,"technical","low"
"6845",0.8,0.82,4,175,2,0,0,0,"management","low"
"6846",0.4,0.46,2,109,3,0,0,0,"IT","low"
"6847",0.76,0.69,4,253,3,0,0,0,"IT","low"
"6848",0.99,0.64,3,174,4,0,0,0,"IT","low"
"6849",0.49,0.64,3,142,4,0,0,0,"IT","low"
"6850",0.94,0.71,3,175,3,0,0,0,"IT","low"
"6851",0.54,0.73,4,266,3,0,0,0,"product_mng","low"
"6852",0.13,0.93,4,253,5,1,0,0,"product_mng","low"
"6853",0.91,0.84,3,237,2,0,0,0,"product_mng","medium"
"6854",0.73,0.56,3,215,3,0,0,0,"product_mng","medium"
"6855",0.65,0.97,3,171,3,0,0,0,"IT","medium"
"6856",0.23,0.51,6,194,4,1,0,0,"RandD","medium"
"6857",0.23,0.88,5,238,6,0,0,0,"RandD","medium"
"6858",0.89,0.51,3,249,3,0,0,0,"RandD","medium"
"6859",0.81,0.8,3,183,2,1,0,0,"RandD","medium"
"6860",0.51,0.74,3,271,4,0,0,0,"RandD","medium"
"6861",0.35,0.81,6,256,3,0,0,0,"RandD","medium"
"6862",0.49,0.66,3,169,3,0,0,0,"marketing","medium"
"6863",0.51,0.8,3,254,2,0,0,0,"sales","medium"
"6864",0.66,0.86,4,112,6,0,0,0,"accounting","medium"
"6865",0.74,0.96,5,222,2,0,0,0,"support","high"
"6866",0.57,0.96,4,177,2,0,0,0,"technical","low"
"6867",0.8,0.74,5,181,4,1,0,0,"management","medium"
"6868",0.79,0.84,4,144,2,1,0,0,"marketing","medium"
"6869",0.74,0.94,4,255,4,0,0,0,"marketing","medium"
"6870",0.74,0.8,3,219,2,0,0,0,"marketing","medium"
"6871",0.4,1,6,206,2,0,0,0,"sales","low"
"6872",0.14,0.71,2,155,3,0,0,0,"sales","low"
"6873",0.83,0.87,5,248,3,0,0,0,"sales","low"
"6874",0.76,0.52,4,259,2,0,0,0,"sales","low"
"6875",0.8,0.8,3,271,4,0,0,0,"sales","low"
"6876",0.95,0.38,2,103,3,0,0,0,"sales","low"
"6877",0.88,0.76,4,159,4,1,0,0,"sales","low"
"6878",0.92,0.85,4,184,3,0,0,0,"sales","low"
"6879",0.16,0.88,4,201,6,0,0,0,"sales","medium"
"6880",0.7,0.63,3,157,4,0,0,0,"sales","medium"
"6881",0.71,0.93,3,287,5,0,0,0,"sales","medium"
"6882",0.52,0.82,2,242,3,0,0,0,"sales","medium"
"6883",0.49,0.58,5,246,3,1,0,0,"sales","medium"
"6884",0.5,0.57,3,219,3,0,0,0,"sales","medium"
"6885",0.86,0.94,3,212,3,0,0,0,"sales","medium"
"6886",0.49,0.99,5,262,2,1,0,0,"sales","medium"
"6887",0.69,0.91,4,128,3,1,0,0,"sales","medium"
"6888",0.96,1,3,231,6,0,0,0,"sales","medium"
"6889",0.87,0.54,3,260,2,0,0,0,"sales","medium"
"6890",0.36,0.4,3,160,3,0,0,0,"accounting","medium"
"6891",0.86,1,3,166,3,1,0,0,"accounting","medium"
"6892",0.79,0.74,4,222,2,0,0,0,"accounting","medium"
"6893",1,0.52,4,171,4,0,0,0,"hr","medium"
"6894",0.88,0.88,3,220,4,0,0,0,"hr","medium"
"6895",0.49,0.65,4,176,3,1,0,0,"hr","medium"
"6896",0.52,0.62,3,160,2,0,0,0,"hr","medium"
"6897",0.76,0.78,3,162,3,0,0,0,"technical","medium"
"6898",0.69,0.91,3,167,2,0,0,0,"technical","medium"
"6899",0.69,0.81,5,217,2,0,0,0,"technical","medium"
"6900",0.75,0.58,3,159,3,0,0,0,"technical","medium"
"6901",0.47,0.47,4,191,3,0,0,0,"technical","medium"
"6902",0.88,1,3,125,3,0,0,0,"technical","medium"
"6903",0.49,0.43,5,210,4,1,0,0,"technical","medium"
"6904",0.92,0.67,4,241,3,0,0,0,"technical","high"
"6905",0.24,0.48,4,145,3,1,0,0,"technical","high"
"6906",0.69,1,5,237,3,0,0,0,"technical","high"
"6907",0.81,0.57,4,213,4,0,0,0,"technical","high"
"6908",0.61,0.48,4,257,2,0,0,0,"support","high"
"6909",0.75,0.86,6,114,4,0,0,0,"support","high"
"6910",0.69,0.86,4,214,2,0,0,0,"support","high"
"6911",0.53,0.49,3,191,3,0,0,0,"support","high"
"6912",0.93,0.96,4,223,3,1,0,0,"support","high"
"6913",0.15,0.67,5,249,5,0,0,0,"support","high"
"6914",0.48,0.41,5,286,3,0,0,0,"support","high"
"6915",0.67,0.73,4,251,3,0,0,0,"support","high"
"6916",0.36,0.93,3,162,5,0,0,0,"support","low"
"6917",0.35,0.54,3,138,4,0,0,0,"support","low"
"6918",0.65,0.62,4,235,3,0,0,0,"support","low"
"6919",0.8,0.5,4,125,3,0,0,0,"technical","low"
"6920",0.97,0.96,5,210,6,1,0,0,"technical","low"
"6921",0.67,0.64,4,136,3,0,0,0,"technical","low"
"6922",0.58,0.78,3,223,3,0,0,0,"management","low"
"6923",0.61,0.67,3,188,5,0,0,0,"IT","low"
"6924",0.97,0.66,4,214,2,1,0,0,"IT","low"
"6925",0.87,0.97,4,160,3,0,0,0,"IT","low"
"6926",0.8,0.71,4,200,2,0,0,0,"IT","low"
"6927",0.91,0.55,3,223,3,0,0,0,"IT","low"
"6928",0.63,0.73,3,272,2,0,0,0,"product_mng","low"
"6929",0.79,0.96,4,170,2,0,0,0,"product_mng","low"
"6930",0.89,0.57,2,235,3,1,0,0,"product_mng","low"
"6931",1,0.87,3,274,3,0,0,0,"product_mng","medium"
"6932",0.6,0.73,5,203,2,0,0,0,"IT","medium"
"6933",0.7,0.8,4,236,2,0,0,0,"RandD","medium"
"6934",0.79,0.81,4,203,3,0,0,0,"RandD","medium"
"6935",0.88,0.72,4,249,3,1,0,0,"RandD","medium"
"6936",0.87,0.48,4,133,2,0,0,0,"RandD","medium"
"6937",0.52,0.58,3,203,2,0,0,0,"RandD","medium"
"6938",0.59,0.75,3,168,3,0,0,0,"RandD","medium"
"6939",0.64,0.75,4,172,4,0,0,0,"marketing","medium"
"6940",0.81,0.83,3,177,2,0,0,0,"sales","medium"
"6941",0.87,0.57,3,149,2,0,0,0,"accounting","medium"
"6942",0.74,0.61,3,231,2,0,0,0,"support","medium"
"6943",0.73,0.89,3,226,3,1,0,0,"technical","high"
"6944",0.97,0.58,4,187,4,1,0,0,"management","high"
"6945",0.54,0.81,3,145,2,0,0,0,"marketing","high"
"6946",0.59,0.55,4,138,2,0,0,0,"marketing","high"
"6947",0.99,0.95,3,153,4,0,0,0,"marketing","high"
"6948",0.79,0.75,4,168,3,0,0,0,"sales","high"
"6949",0.96,0.37,3,111,2,0,0,0,"sales","high"
"6950",0.54,0.67,3,154,2,0,0,0,"sales","high"
"6951",0.79,0.84,4,171,3,0,0,0,"sales","low"
"6952",0.64,0.79,3,253,2,0,0,0,"sales","low"
"6953",0.65,0.53,4,160,3,0,0,0,"sales","low"
"6954",0.87,0.86,3,196,4,0,0,0,"sales","low"
"6955",0.7,0.59,4,178,3,0,0,0,"sales","low"
"6956",0.89,0.81,3,268,3,0,0,0,"sales","low"
"6957",0.61,0.58,6,146,3,0,0,0,"sales","low"
"6958",0.9,0.49,4,185,2,0,0,0,"sales","low"
"6959",0.49,0.54,4,247,3,1,0,0,"sales","medium"
"6960",0.85,0.97,4,210,2,0,0,0,"sales","medium"
"6961",0.54,0.58,3,234,3,0,0,0,"sales","medium"
"6962",0.64,0.57,4,271,2,0,0,0,"sales","medium"
"6963",0.81,0.77,5,102,5,0,0,0,"sales","medium"
"6964",0.49,0.66,3,163,3,0,0,0,"sales","medium"
"6965",0.58,0.57,3,144,4,1,0,0,"sales","medium"
"6966",0.62,0.49,3,172,3,0,0,0,"sales","medium"
"6967",0.8,0.84,3,203,3,1,0,0,"accounting","medium"
"6968",0.64,0.64,3,192,3,1,0,0,"accounting","medium"
"6969",0.81,0.86,5,159,2,0,0,0,"accounting","medium"
"6970",0.8,0.74,3,159,2,0,0,0,"hr","medium"
"6971",0.92,0.81,4,206,2,0,0,0,"hr","medium"
"6972",0.66,0.98,4,225,2,1,0,0,"hr","medium"
"6973",0.79,0.89,3,252,2,0,0,0,"hr","medium"
"6974",0.74,0.54,6,113,3,0,0,0,"technical","medium"
"6975",0.79,0.74,3,238,2,0,0,0,"technical","medium"
"6976",0.87,0.94,3,217,3,0,0,0,"technical","medium"
"6977",0.49,0.57,4,145,2,0,0,0,"technical","medium"
"6978",0.3,0.44,5,128,4,1,0,0,"technical","medium"
"6979",0.85,0.89,4,177,3,0,0,0,"technical","medium"
"6980",0.61,0.97,4,256,4,0,0,0,"technical","medium"
"6981",0.68,0.55,3,182,3,1,0,0,"technical","medium"
"6982",0.67,0.67,4,226,2,0,0,0,"technical","high"
"6983",0.63,0.73,5,168,3,0,0,0,"technical","low"
"6984",0.63,0.94,4,145,3,0,0,0,"technical","medium"
"6985",0.5,0.88,4,172,4,0,0,0,"support","medium"
"6986",0.7,0.55,4,233,2,0,0,0,"support","medium"
"6987",0.18,0.46,5,202,4,0,0,0,"support","medium"
"6988",0.77,0.55,5,255,2,0,0,0,"support","medium"
"6989",0.78,0.61,3,257,3,0,0,0,"support","medium"
"6990",0.54,0.77,3,185,3,0,0,0,"support","medium"
"6991",0.9,0.69,3,231,4,0,0,0,"support","medium"
"6992",0.56,0.76,3,207,2,0,0,0,"support","medium"
"6993",0.63,0.81,3,215,3,0,0,0,"support","medium"
"6994",0.68,0.75,5,243,3,1,0,0,"support","low"
"6995",0.96,0.54,3,198,3,0,0,0,"support","low"
"6996",0.85,0.87,6,232,6,0,0,0,"technical","low"
"6997",0.82,0.66,4,150,3,0,0,0,"technical","low"
"6998",0.44,0.39,2,188,3,0,0,0,"technical","low"
"6999",0.86,0.97,4,155,3,0,0,0,"management","low"
"7000",0.56,0.68,3,109,3,0,0,0,"IT","low"
"7001",0.69,0.94,3,170,3,0,0,0,"IT","high"
"7002",0.91,0.85,5,214,2,0,0,0,"IT","low"
"7003",0.99,0.94,3,244,3,0,0,0,"IT","high"
"7004",0.76,0.84,5,137,4,0,0,0,"IT","high"
"7005",0.63,0.67,5,250,2,0,0,0,"product_mng","low"
"7006",0.21,0.62,4,247,3,1,0,0,"product_mng","low"
"7007",0.63,0.43,2,222,4,0,0,0,"product_mng","high"
"7008",0.58,0.51,2,100,2,0,0,0,"product_mng","low"
"7009",0.52,0.84,4,212,3,0,0,0,"IT","medium"
"7010",0.89,0.64,3,184,5,0,0,0,"RandD","high"
"7011",0.81,0.81,4,177,3,0,0,0,"RandD","medium"
"7012",0.62,0.73,3,138,3,0,0,0,"RandD","medium"
"7013",0.83,0.5,4,167,3,1,0,0,"RandD","medium"
"7014",0.85,0.99,3,201,3,0,0,0,"RandD","medium"
"7015",0.52,0.61,5,162,3,0,0,0,"marketing","high"
"7016",0.57,0.97,5,126,5,0,0,0,"sales","medium"
"7017",0.93,1,4,145,3,0,0,0,"accounting","medium"
"7018",0.78,0.89,3,211,3,0,0,0,"support","medium"
"7019",0.65,0.59,3,167,2,0,0,0,"technical","high"
"7020",0.42,0.74,5,256,6,0,0,0,"management","medium"
"7021",0.22,0.61,6,237,5,0,0,0,"marketing","high"
"7022",0.71,0.96,5,135,4,1,0,0,"marketing","low"
"7023",0.44,0.68,5,209,4,0,0,0,"marketing","medium"
"7024",0.6,0.52,4,190,3,0,0,0,"sales","medium"
"7025",0.68,0.61,3,134,4,0,0,0,"sales","medium"
"7026",0.53,0.41,2,148,2,1,0,0,"sales","medium"
"7027",0.8,0.82,4,202,3,0,0,0,"sales","low"
"7028",0.97,0.82,4,176,2,0,0,0,"sales","low"
"7029",0.47,0.47,2,221,6,0,0,0,"sales","low"
"7030",0.96,0.93,3,156,3,0,0,0,"sales","low"
"7031",0.81,0.45,6,98,3,0,0,0,"sales","low"
"7032",0.86,0.65,4,134,4,0,0,0,"sales","low"
"7033",0.59,0.82,4,203,4,1,0,0,"sales","low"
"7034",0.53,0.97,3,189,3,0,0,0,"sales","low"
"7035",0.57,0.86,3,258,2,0,0,0,"sales","low"
"7036",0.7,0.48,4,237,3,0,0,0,"sales","low"
"7037",0.58,0.59,4,224,3,0,0,0,"sales","high"
"7038",0.43,0.86,5,125,3,1,0,0,"sales","low"
"7039",0.92,0.82,4,207,4,0,0,0,"sales","low"
"7040",0.24,0.7,5,194,3,0,0,0,"sales","low"
"7041",0.67,0.52,3,273,3,0,0,0,"sales","low"
"7042",0.68,0.84,3,209,3,0,0,0,"sales","high"
"7043",0.54,0.75,3,181,3,0,0,0,"accounting","low"
"7044",0.73,0.63,3,172,4,1,0,0,"accounting","low"
"7045",0.59,0.41,4,139,3,0,0,0,"accounting","low"
"7046",0.22,0.64,6,260,4,0,0,0,"hr","high"
"7047",0.49,0.83,3,168,4,1,0,0,"hr","low"
"7048",0.91,1,6,242,3,1,0,0,"hr","medium"
"7049",0.18,0.97,4,206,3,0,0,0,"hr","high"
"7050",0.71,0.41,5,107,4,0,0,0,"technical","medium"
"7051",0.56,0.66,5,216,2,0,0,0,"technical","high"
"7052",0.84,0.62,4,152,3,0,0,0,"technical","medium"
"7053",0.59,0.49,5,122,5,0,0,0,"technical","medium"
"7054",0.88,0.62,4,138,3,0,0,0,"technical","medium"
"7055",0.8,0.52,3,182,2,0,0,0,"technical","medium"
"7056",0.53,0.63,3,205,2,0,0,0,"technical","medium"
"7057",0.53,0.83,3,267,4,0,0,0,"technical","medium"
"7058",0.3,0.67,3,150,2,0,0,0,"technical","medium"
"7059",0.91,0.7,4,134,2,0,0,0,"technical","medium"
"7060",0.32,0.66,5,116,5,1,0,0,"technical","high"
"7061",0.73,0.87,3,181,3,0,0,0,"support","low"
"7062",0.87,0.54,3,268,3,0,0,0,"support","medium"
"7063",0.57,0.73,3,129,3,0,0,0,"support","medium"
"7064",0.62,0.94,3,151,4,0,0,0,"support","medium"
"7065",0.55,0.91,3,243,4,0,0,0,"support","medium"
"7066",0.93,0.57,5,143,2,0,0,0,"support","medium"
"7067",0.3,0.47,6,156,2,1,0,0,"support","medium"
"7068",0.57,0.7,3,210,2,0,0,0,"support","medium"
"7069",0.9,0.85,4,279,6,0,0,0,"support","medium"
"7070",0.83,0.79,4,270,3,1,0,0,"support","medium"
"7071",0.38,0.64,5,160,3,0,0,0,"support","high"
"7072",0.97,0.95,4,173,2,0,0,0,"technical","low"
"7073",0.7,1,4,261,3,0,0,0,"technical","low"
"7074",0.26,0.73,4,178,6,0,0,0,"technical","low"
"7075",0.58,0.58,3,122,3,0,0,0,"management","high"
"7076",0.69,0.57,5,227,4,0,0,0,"IT","low"
"7077",0.88,0.6,2,168,3,0,0,0,"IT","low"
"7078",0.57,0.91,4,252,4,0,0,0,"IT","low"
"7079",0.94,0.8,5,170,4,0,0,0,"IT","high"
"7080",0.94,0.58,3,135,3,0,0,0,"IT","low"
"7081",0.46,0.49,5,286,5,0,0,0,"product_mng","low"
"7082",0.49,0.57,2,213,3,1,0,0,"product_mng","low"
"7083",0.96,1,5,148,3,0,0,0,"product_mng","low"
"7084",0.29,0.95,5,117,4,0,0,0,"product_mng","low"
"7085",0.94,0.69,3,164,2,0,0,0,"IT","low"
"7086",0.56,0.64,3,262,2,1,0,0,"RandD","low"
"7087",0.18,0.49,5,250,5,1,0,0,"RandD","medium"
"7088",0.84,0.83,4,222,3,0,0,0,"RandD","medium"
"7089",0.58,0.96,3,192,4,0,0,0,"RandD","medium"
"7090",0.21,0.6,5,151,6,0,0,0,"RandD","medium"
"7091",0.59,0.53,4,216,2,0,0,0,"marketing","medium"
"7092",0.66,0.65,3,234,2,0,0,0,"marketing","medium"
"7093",0.58,0.82,4,268,3,0,0,0,"sales","medium"
"7094",0.66,0.49,4,194,5,0,0,0,"accounting","medium"
"7095",0.56,0.78,3,200,2,0,0,0,"support","medium"
"7096",0.92,0.78,3,194,3,0,0,0,"technical","medium"
"7097",0.56,0.69,3,176,3,0,0,0,"management","medium"
"7098",0.57,0.59,4,158,3,0,0,0,"marketing","medium"
"7099",0.99,0.79,3,271,4,0,0,0,"marketing","high"
"7100",0.76,0.93,4,187,4,0,0,0,"marketing","low"
"7101",0.78,0.91,4,202,2,0,0,0,"sales","medium"
"7102",0.99,0.48,5,202,2,0,0,0,"sales","medium"
"7103",0.71,0.95,6,204,3,1,0,0,"sales","medium"
"7104",0.51,0.96,4,204,3,1,0,0,"sales","medium"
"7105",0.88,0.82,3,244,3,0,0,0,"sales","low"
"7106",0.96,0.83,3,234,3,0,0,0,"sales","low"
"7107",0.9,0.64,4,217,3,0,0,0,"sales","low"
"7108",0.77,0.51,4,142,4,0,0,0,"sales","low"
"7109",0.95,0.5,4,186,3,1,0,0,"sales","low"
"7110",0.85,0.67,3,267,2,1,0,0,"sales","low"
"7111",0.46,0.79,2,108,3,0,0,0,"sales","low"
"7112",0.57,0.95,3,274,4,0,0,0,"sales","low"
"7113",0.93,1,3,148,4,0,0,0,"sales","low"
"7114",0.78,0.68,5,168,3,0,0,0,"sales","low"
"7115",0.68,1,4,185,2,1,0,0,"sales","low"
"7116",0.83,0.78,3,257,2,0,0,0,"sales","low"
"7117",0.56,0.51,5,256,4,1,0,0,"sales","low"
"7118",0.93,0.78,2,188,2,0,0,0,"sales","low"
"7119",0.13,0.53,6,173,4,0,0,0,"sales","low"
"7120",0.71,0.99,5,208,2,1,0,0,"accounting","low"
"7121",0.98,0.74,4,202,3,0,0,0,"accounting","low"
"7122",0.83,0.82,3,134,3,0,0,0,"accounting","low"
"7123",0.78,0.65,3,154,2,0,0,0,"hr","low"
"7124",0.35,0.58,3,103,3,0,0,0,"hr","low"
"7125",0.67,0.55,4,256,6,0,0,0,"hr","low"
"7126",0.86,0.88,4,274,3,0,0,0,"hr","medium"
"7127",0.33,0.61,2,163,3,0,0,0,"technical","medium"
"7128",0.3,0.86,6,232,3,0,0,0,"technical","medium"
"7129",0.75,0.63,4,268,3,0,0,0,"technical","medium"
"7130",0.8,0.98,3,209,3,0,0,0,"technical","medium"
"7131",0.98,0.53,5,238,3,0,0,0,"technical","medium"
"7132",0.72,0.48,3,155,2,0,0,0,"technical","medium"
"7133",0.82,0.52,5,270,3,0,0,0,"technical","medium"
"7134",0.91,0.59,3,134,2,1,0,0,"technical","medium"
"7135",0.84,0.78,3,221,3,1,0,0,"technical","medium"
"7136",0.95,0.74,4,258,3,0,0,0,"technical","medium"
"7137",0.53,0.51,6,272,5,0,0,0,"technical","medium"
"7138",0.5,0.5,4,184,3,0,0,0,"support","high"
"7139",0.36,0.95,6,276,2,0,0,0,"support","low"
"7140",0.33,0.38,4,186,3,0,0,0,"support","medium"
"7141",0.38,0.47,3,189,5,0,0,0,"support","medium"
"7142",0.7,0.9,3,224,3,0,0,0,"support","medium"
"7143",0.44,0.45,6,237,6,0,0,0,"support","medium"
"7144",0.32,0.66,3,144,2,0,0,0,"support","low"
"7145",0.63,0.93,6,171,3,1,0,0,"support","low"
"7146",0.56,0.54,3,232,2,0,0,0,"support","low"
"7147",0.56,0.78,4,193,2,1,0,0,"support","low"
"7148",0.81,0.78,3,166,2,0,0,0,"support","low"
"7149",0.89,0.75,3,167,2,0,0,0,"technical","low"
"7150",0.63,0.87,2,101,3,0,0,0,"technical","low"
"7151",0.64,0.66,5,266,3,0,0,0,"technical","low"
"7152",0.46,0.53,3,135,2,0,0,0,"management","low"
"7153",0.76,0.56,4,137,3,0,0,0,"IT","low"
"7154",0.99,0.71,3,191,3,0,0,0,"IT","low"
"7155",0.85,0.76,4,262,2,0,0,0,"IT","low"
"7156",0.78,0.99,3,174,3,0,0,0,"IT","low"
"7157",0.91,0.56,4,241,2,0,0,0,"IT","low"
"7158",0.16,0.57,5,144,4,1,0,0,"product_mng","low"
"7159",0.71,0.57,3,218,3,0,0,0,"product_mng","low"
"7160",0.92,0.68,5,210,2,0,0,0,"product_mng","low"
"7161",0.21,0.98,6,208,5,1,0,0,"product_mng","low"
"7162",0.74,0.6,3,232,3,0,0,0,"IT","low"
"7163",0.76,0.6,3,140,2,0,0,0,"RandD","low"
"7164",0.62,0.95,3,189,4,0,0,0,"RandD","low"
"7165",1,0.61,5,264,3,0,0,0,"RandD","medium"
"7166",0.67,0.54,5,157,2,0,0,0,"RandD","medium"
"7167",0.81,0.87,4,161,2,0,0,0,"RandD","medium"
"7168",0.84,0.69,4,149,3,0,0,0,"marketing","medium"
"7169",0.84,0.99,3,144,4,0,0,0,"sales","medium"
"7170",0.97,0.97,4,242,2,0,0,0,"accounting","medium"
"7171",0.7,0.5,6,214,5,0,0,0,"support","medium"
"7172",0.52,0.74,4,174,3,0,0,0,"technical","medium"
"7173",0.46,0.88,5,169,3,0,0,0,"management","medium"
"7174",1,0.87,4,268,2,0,0,0,"marketing","medium"
"7175",0.91,0.58,3,257,3,0,0,0,"marketing","medium"
"7176",0.16,0.69,4,187,5,0,0,0,"marketing","medium"
"7177",0.58,0.62,5,270,2,0,0,0,"sales","high"
"7178",0.75,0.61,5,173,4,0,0,0,"sales","low"
"7179",0.96,0.62,6,193,4,0,0,0,"sales","medium"
"7180",0.92,0.78,4,212,2,0,0,0,"sales","medium"
"7181",0.35,0.63,3,156,3,0,0,0,"sales","medium"
"7182",0.56,0.96,3,244,3,0,0,0,"sales","medium"
"7183",0.27,0.96,3,255,4,0,0,0,"sales","low"
"7184",0.66,0.72,5,152,3,1,0,0,"sales","low"
"7185",0.66,0.98,4,163,3,1,0,0,"sales","low"
"7186",0.98,0.69,3,150,2,0,0,0,"sales","low"
"7187",0.51,0.58,4,169,2,0,0,0,"sales","low"
"7188",0.51,0.83,3,133,3,0,0,0,"sales","low"
"7189",0.53,0.94,4,202,3,1,0,0,"sales","low"
"7190",0.69,0.7,4,169,2,0,0,0,"sales","low"
"7191",0.66,0.74,4,270,2,1,0,0,"sales","low"
"7192",0.89,0.76,3,251,2,1,0,0,"sales","low"
"7193",0.74,0.64,3,267,5,0,0,0,"sales","low"
"7194",0.82,0.75,4,224,3,0,0,0,"sales","low"
"7195",0.66,0.9,3,250,2,0,0,0,"sales","low"
"7196",0.59,0.97,3,258,2,0,0,0,"accounting","low"
"7197",0.13,0.65,2,209,5,0,0,0,"accounting","low"
"7198",0.68,0.74,4,215,3,0,0,0,"accounting","low"
"7199",0.5,0.81,3,183,3,0,0,0,"hr","low"
"7200",0.6,0.82,3,143,3,0,0,0,"hr","low"
"7201",0.87,0.98,3,174,3,0,0,0,"hr","low"
"7202",0.51,0.89,6,170,4,0,0,0,"hr","low"
"7203",0.78,0.63,3,202,2,0,0,0,"technical","low"
"7204",0.66,0.96,4,160,2,0,0,0,"technical","medium"
"7205",0.72,0.73,5,211,2,0,0,0,"technical","medium"
"7206",0.57,0.98,3,236,3,1,0,0,"technical","medium"
"7207",0.5,0.49,4,236,3,0,0,0,"technical","medium"
"7208",0.72,0.62,4,252,2,1,0,0,"technical","medium"
"7209",0.41,0.48,3,155,2,1,0,0,"technical","medium"
"7210",0.55,0.65,5,138,2,0,0,0,"technical","medium"
"7211",0.49,0.94,4,195,3,1,0,0,"technical","medium"
"7212",0.8,0.94,3,150,3,0,0,0,"technical","medium"
"7213",0.78,0.51,3,172,3,0,0,0,"technical","medium"
"7214",0.69,0.56,3,240,2,0,0,0,"support","medium"
"7215",0.83,0.98,3,229,6,0,0,0,"support","medium"
"7216",0.89,0.73,3,169,3,0,0,0,"support","high"
"7217",0.94,0.82,3,246,3,0,0,0,"support","low"
"7218",0.51,0.53,4,260,2,1,0,0,"support","medium"
"7219",0.89,0.9,4,101,6,0,0,0,"support","medium"
"7220",0.99,0.69,3,190,3,0,0,0,"support","medium"
"7221",0.79,0.66,3,154,4,0,0,0,"support","medium"
"7222",0.98,0.97,4,196,4,0,0,0,"support","low"
"7223",0.98,0.97,3,209,3,0,0,0,"support","low"
"7224",0.97,0.67,4,223,3,0,0,0,"support","low"
"7225",0.71,0.71,4,221,3,0,0,0,"technical","low"
"7226",0.49,0.6,4,141,3,0,0,0,"technical","low"
"7227",0.72,0.71,3,135,3,0,0,0,"technical","low"
"7228",0.58,0.61,2,191,3,1,0,0,"management","low"
"7229",0.65,1,4,195,3,0,0,0,"IT","low"
"7230",0.18,0.55,5,217,4,0,0,0,"IT","low"
"7231",0.83,0.99,4,184,3,0,0,0,"IT","low"
"7232",0.2,0.76,5,188,3,0,0,0,"IT","low"
"7233",0.96,0.93,6,240,6,0,0,0,"IT","low"
"7234",0.59,0.69,4,226,3,0,0,0,"product_mng","low"
"7235",0.97,0.99,3,196,3,0,0,0,"product_mng","low"
"7236",0.14,0.99,6,251,4,0,0,0,"product_mng","low"
"7237",0.75,0.96,4,150,2,0,0,0,"product_mng","low"
"7238",0.71,0.63,3,249,3,0,0,0,"IT","low"
"7239",0.84,0.52,4,251,3,0,0,0,"RandD","low"
"7240",0.57,0.75,5,252,3,0,0,0,"RandD","medium"
"7241",0.46,0.55,5,261,5,0,0,0,"RandD","medium"
"7242",0.77,0.94,4,225,2,0,0,0,"RandD","medium"
"7243",0.44,0.65,2,151,3,0,0,0,"RandD","medium"
"7244",0.68,0.59,4,147,2,0,0,0,"marketing","medium"
"7245",0.94,0.58,4,159,3,0,0,0,"sales","medium"
"7246",0.73,0.91,4,241,2,1,0,0,"accounting","medium"
"7247",0.51,0.5,5,176,5,0,0,0,"support","medium"
"7248",0.93,0.87,4,218,4,0,0,0,"technical","medium"
"7249",0.74,1,4,219,3,0,0,0,"management","medium"
"7250",0.82,0.9,3,227,3,0,0,0,"marketing","medium"
"7251",0.86,0.91,4,182,2,0,0,0,"marketing","medium"
"7252",0.99,0.86,4,196,2,1,0,0,"marketing","high"
"7253",0.58,0.86,4,257,3,0,0,0,"sales","low"
"7254",0.96,0.6,5,182,5,0,0,0,"sales","medium"
"7255",0.72,0.67,4,192,3,0,0,0,"sales","medium"
"7256",0.23,0.94,4,142,4,0,0,0,"sales","medium"
"7257",0.99,0.79,4,172,2,0,0,0,"sales","medium"
"7258",0.95,0.58,4,188,3,0,0,0,"sales","low"
"7259",0.75,0.55,5,281,3,1,0,0,"sales","low"
"7260",0.95,0.54,4,255,2,0,0,0,"sales","low"
"7261",0.97,0.84,3,223,3,0,0,0,"sales","low"
"7262",0.98,0.86,2,219,4,0,0,0,"sales","low"
"7263",0.79,0.98,3,195,2,0,0,0,"sales","low"
"7264",0.54,0.91,2,156,3,0,0,0,"sales","low"
"7265",0.51,0.51,5,259,4,0,0,0,"sales","low"
"7266",0.83,0.91,4,266,3,1,0,0,"sales","low"
"7267",0.6,0.7,3,147,2,0,0,0,"sales","low"
"7268",0.58,0.83,4,207,3,0,0,0,"sales","low"
